Date,Close,High,Low,Open,Volume
2011-01-13,0.5361188054084778,0.5464332078384532,0.512968725250177,0.5294717472791065,2695192000
2011-01-14,0.5407031774520874,0.5496423223329916,0.5237417650992938,0.5269506720880496,1595352000
2011-01-18,0.5280967354774475,0.5370358811810007,0.515031859644041,0.5333685351502402,1813348000
2011-01-19,0.5136564373970032,0.5409322500757937,0.5125104228601025,0.5283258169319541,1197896000
2011-01-20,0.5141147971153259,0.5170945109606859,0.49944541983122176,0.5086138079575759,1111408000
2011-01-21,0.5093015432357788,0.5269506398907524,0.5083847205303816,0.5196159489523843,739244000
2011-01-24,0.5668328404426575,0.5741675300057212,0.5267213491124523,0.5326807229039084,2056900000
2011-01-25,0.5494129657745361,0.5702709096028213,0.5457456211795146,0.5643114814668592,1086856000
2011-01-26,0.5624780654907227,0.5730216650011046,0.5512468351733502,0.5551433733145601,1074660000
2011-01-27,0.5608734488487244,0.5718754292684811,0.5501006604154991,0.570500222701703,657396000
2011-01-28,0.5445998907089233,0.5716465260977459,0.5317642039691106,0.562248994130926,1094796000
2011-01-31,0.5482669472694397,0.5558308291172294,0.5365773365263045,0.5455164795550717,750160000
2011-02-01,0.5608734488487244,0.564999177844236,0.5494130298083157,0.5530803748307642,654104000
2011-02-02,0.5863156318664551,0.5998389430627329,0.5576645562333363,0.5576645562333363,1606616000
2011-02-03,0.5753135085105896,0.5872323646428526,0.5627070218593436,0.5872323646428526,1030776000
2011-02-04,0.5883784890174866,0.5929626569022262,0.5810438531904583,0.583335937132828,872900000
2011-02-07,0.5638532638549805,0.582877568320739,0.5617903716654119,0.5803562920763319,934236000
2011-02-08,0.5471209287643433,0.568208120993423,0.5445995984015706,0.5645407760865065,1076584000
2011-02-09,0.5338267683982849,0.5546847670105428,0.5239708036430337,0.5491837227582482,1277520000
2011-02-10,0.5230540633201599,0.5319932069868646,0.518011456845908,0.5219079940383607,1042352000
2011-02-11,0.537952721118927,0.5549141902191534,0.5127397914968237,0.5212204987231343,1359276000
2011-02-14,0.5297011137008667,0.561561095964064,0.5276382218186739,0.5443704395743048,1287828000
2011-02-15,0.5168654918670654,0.5324516421342411,0.514573353083261,0.5306179966843133,886980000
2011-02-16,0.535889744758606,0.5434536271543646,0.5219079946025352,0.5237416945258777,1318364000
2011-02-17,0.5886074900627136,0.5961713693811894,0.5182404385628878,0.520761768100759,3470096000
2011-02-18,0.5874616503715515,0.594796340646424,0.5782933148517561,0.5853987584853204,1394412000
2011-02-22,0.5319932103157043,0.5698126224902631,0.53015951038287,0.5682081692037778,1396648000
2011-02-23,0.5067803263664246,0.5370358617139601,0.4992164425295406,0.5319933089211053,1491604000
2011-02-24,0.519157350063324,0.5280964360508814,0.5056340431508307,0.5093013324546631,1246120000
2011-02-25,0.5299305319786072,0.5386404325655217,0.5258047464524791,0.5331394398449645,775652000
2011-02-28,0.519386887550354,0.5388696345155309,0.5074680254401179,0.5386403877958356,903696000
2011-03-01,0.49623656272888184,0.5269505266141877,0.49623656272888184,0.5203034677956594,988448000
2011-03-02,0.47560784220695496,0.5049465469694424,0.4641474234671365,0.49554896534948023,1718140000
2011-03-03,0.4783581495285034,0.4893601806184391,0.46391802129316645,0.48660965918406296,1593704000
2011-03-04,0.4758370518684387,0.48363012597156974,0.47056525358747614,0.4788167663162693,959760000
2011-03-07,0.4691900610923767,0.4808797286071477,0.4572712288787922,0.4792752751536688,1019140000
2011-03-08,0.44810283184051514,0.4767538800924203,0.43824683845330586,0.4742326042405296,1947184000
2011-03-09,0.4387052357196808,0.4510825037917514,0.43480867166578546,0.4467275284738073,1318976000
2011-03-10,0.4107418358325958,0.43182900207125163,0.41028339719739854,0.42862009556764136,1722736000
2011-03-11,0.41372156143188477,0.425182009223791,0.40478244439627925,0.4141800001096473,1486832000
2011-03-14,0.417159765958786,0.427474145642621,0.41028348551242827,0.41693054659184703,1003360000
2011-03-15,0.40478238463401794,0.4116586358996701,0.3898838129013113,0.39676006416696347,1256280000
2011-03-16,0.4018027186393738,0.4205978295529461,0.3965309199032205,0.4011150879653021,1476520000
2011-03-17,0.40936651825904846,0.4132630548556226,0.39423875579730017,0.4125754243212174,1238516000
2011-03-18,0.4038655161857605,0.41715963414389745,0.4034071049205333,0.41578437302442334,886960000
2011-03-21,0.4070744812488556,0.41670122786012204,0.40294872489437156,0.412575471505638,751832000
2011-03-22,0.39996910095214844,0.409825069105742,0.39813542801039603,0.4059285311818936,718332000
2011-03-23,0.4082205295562744,0.4093665714880364,0.39057146194810355,0.3992813860942538,782396000
2011-03-24,0.44076821208000183,0.4458108192373676,0.41601369696891266,0.41693051972999773,1780592000
2011-03-25,0.4270155727863312,0.44581067940763236,0.42632794226929493,0.44466463765383546,1196392000
2011-03-28,0.4428309202194214,0.45016558123091344,0.43320414861031337,0.4371006847110634,1204284000
2011-03-29,0.43939292430877686,0.4444355035268771,0.43343349511769724,0.4428310502289083,715764000
2011-03-30,0.4228897988796234,0.4446646185921198,0.4173887823029396,0.44283094639989184,1176320000
2011-03-31,0.42311903834342957,0.4281616442692989,0.4153259648060193,0.4235774769358123,655112000
2011-04-01,0.417159765958786,0.42907859923979064,0.41142952769952107,0.42862018782971373,850072000
2011-04-04,0.4022611081600189,0.41830572283075557,0.3992813936165422,0.4171596808774026,924328000
2011-04-05,0.4029487073421478,0.41142941167018693,0.40203185745675857,0.40822050538080784,821076000
2011-04-06,0.4001981019973755,0.4063867208914048,0.3967599500298194,0.4059283097369926,856984000
2011-04-07,0.4148675501346588,0.41738885324297037,0.39951059414676393,0.4011150473412376,1021208000
2011-04-08,0.4022611081600189,0.4180765035105668,0.401115066206666,0.4180765035105668,746552000
2011-04-11,0.39698925614356995,0.4059283985678303,0.39263430823796563,0.4038655069358663,546208000
2011-04-12,0.39813536405563354,0.400885859364534,0.38575809417988705,0.3930927847686833,840756000
2011-04-13,0.4070744812488556,0.4095957570649665,0.39721851532530883,0.4022610942813251,749588000
2011-04-14,0.4242649972438812,0.42449421649526614,0.4011149458054977,0.40340702902419756,1254704000
2011-04-15,0.42884936928749084,0.4341211683468646,0.41899337456117586,0.42105626670986923,969720000
2011-04-18,0.41463831067085266,0.42151456128019765,0.4079912520208779,0.4187640665012179,743584000
2011-04-19,0.41303393244743347,0.41647205837464146,0.40180270469094315,0.4148675777495743,659860000
2011-04-20,0.42564037442207336,0.43435029849810675,0.4187641228868567,0.4281616775811707,650516000
2011-04-21,0.4244941771030426,0.432974906084267,0.42357735483015685,0.4302243846180403,421300000
2011-04-25,0.43114137649536133,0.43824681976454977,0.4260987703590288,0.42632798966478713,619612000
2011-04-26,0.4423726201057434,0.4467275960827815,0.4304537888176854,0.434808737470927,676000000
2011-04-27,0.4423726201057434,0.4446647314204663,0.4332042841420378,0.4446647314204663,450004000
2011-04-28,0.4471859931945801,0.45612513686918393,0.4373300268822815,0.44237260603719375,684000000
2011-04-29,0.4584171175956726,0.46850227363528774,0.44947797593330563,0.4501656064186861,836000000
2011-05-02,0.4522286653518677,0.46827325510830053,0.4499365811009487,0.4680440630774884,613824000
2011-05-03,0.4306829273700714,0.4483319937688011,0.42518193740409926,0.4469567599392046,808000000
2011-05-04,0.4274740219116211,0.43687157605521,0.4194517289239989,0.43205818933311946,639356000
2011-05-05,0.42770329117774963,0.43274587046572793,0.4183057359363111,0.4240359458826038,544000000
2011-05-06,0.4428309202194214,0.44695667557706936,0.43320414861031337,0.4366422735210554,841080000
2011-05-09,0.45268702507019043,0.4549791090595041,0.4430602504560359,0.44420629245069276,706328000
2011-05-10,0.4533745348453522,0.45681265991259157,0.4487903407652438,0.4563542487017175,690976000
2011-05-11,0.45543745160102844,0.4602508108572751,0.4492488312294014,0.4556666708948559,616000000
2011-05-12,0.469877690076828,0.47033612876796055,0.4526870588733139,0.4538331009535482,1224000000
2011-05-13,0.41853490471839905,0.4412265512409999,0.4153259982560328,0.440080509315327,2025192000
2011-05-16,0.4056991636753082,0.41830565030012895,0.40546997171865484,0.4173888005021432,728188000
2011-05-17,0.4040948748588562,0.40455328628219667,0.3924052332827646,0.4043240942324273,1420364000
2011-05-18,0.4134922921657562,0.4169304176638581,0.40432395750415123,0.4056991913091164,658844000
2011-05-19,0.4075329899787903,0.41693054684825076,0.40134436762944364,0.41670132748117084,650884000
2011-05-20,0.41463831067085266,0.4155551331559156,0.40478234599936663,0.4066160182932835,575820000
2011-05-23,0.4141799807548523,0.4171596954020768,0.40340716415921013,0.40867896279294635,588000000
2011-05-24,0.4157845079898834,0.4325167295304728,0.4150968772069384,0.416242919403913,720372000
2011-05-25,0.4208270311355591,0.42357755389441987,0.40959580273367113,0.41372155954816475,545312000
2011-05-26,0.4313706159591675,0.4350379613122099,0.41968097655466696,0.4208270185620181,706436000
2011-05-27,0.4469568133354187,0.44764441667046573,0.43274587079864313,0.43320428212993994,658824000
2011-05-31,0.45933401584625244,0.4595632624776055,0.44466469058111724,0.4556666981918656,1200716000
2011-06-01,0.4387052357196808,0.4579587547238599,0.4377883858677909,0.4572711241658906,762208000
